codigo_produto,descricao_produto,qtd_ocorrencias
008845,FECHADURA SOLENOIDE FAIL SAFE PARA VIDRO,1
012027,FECHADURA STAM 601 PERFIL ROLETE PORTA PIVOTANTE ALUMINIO,1
011172,FECHADURA STAM FECH. 803/35 - RQ1 PRETO FOSCO (G),2
011611,FECHADURA STAM PORTA INTERNA 813/35 PRETO ROSETA AÇO INOX,1
011375,FECHADURA TUBULAR SOPRANO 360,1
001366,FECHADURA VIDRO/VIDRO AL KIT 09 - COR PRATA,3
012535,FECHAMENTO DE 21 BURACOS E DEMOLIÇÃO  DOS DUTOS VELHOS E FINOS,1
008720,FECHAMENTO E INFRAESTRUTURA DOS QUADROS QTA PARA AR CONDICIONADO,1
004264,FECHO BAULET,2
001487,FECHO DE PRESSÃO,1
004675,FECHO FENDA LINGUETA P/ CAIXA PAINEL ELETRICO,1
005755,Fecho Pivotante Auxiliar Inox Cromado Stam Trinco Rolete,1
009884,FECHO TARJETA LIVRE OCUPADO TS FECHADURA,2
008811,FECHO TRINCO DOBRADIÇA CADEADO PORTÃO PORTA GAVETA,1
012119,FECHO TRINCO FERROLHO 530 LIVRE OCUPADO INOX,1
012120,FECHO TRINCO TARJETA LIVRE OCUPADO P/ WC PRETO 855,1
012416,FELTRO DE LA DE VIDRO ISOVER 38X1200X25000 C/REFORCO (ROLO 30M² ),1
003957,FELTRO DE LA VIDRO,17
008336,"FELTRO ISOVER 25 X 1,20 1.0 4+ C/REF. 30MT2",4
004538,FERRAGEM 1 DOBRADICA UNIAO MUNDIAL 4X3 COM 2 ANEIS PRETA,1
009043,FERRO CANTONEIRA 2X1/8 LAMINADA,1
001568,FERRO DE SOLDA PROFISSIONAL 60W -127V OU 220V,1
004098,FERRO DE SOLDA WESTERN 60W X220V REF. G14/220,1
008477,FERRO REDONDO 3/4 LAMINADO,1
008588,FG PENTA III VER.01 - TERMOMETRO PORTATIL C/5 SENS,1
011879,FIAT STRADA ENDURANCE ANO 2024 RENAVAM  01376312430 PLACA SYJ6A08,1
008121,FIBRA BRANCA,8
005842,FIBRA MACIA BR 102X260MM 9504 BETTANIN,7
012194,FIBRA MACIA BRANCA 102X260MM 9504 BETTANIN,9
005670,FIBRA USO GERAL VD 102X260 9502 BETTANIN,13
008122,FIBRA VERDE,8
009780,FILTRO AL-TN 1050 X 250 X 8 MM,2
009778,FILTRO AL-TN 1100 X 200 X 8 MM,1
011583,FILTRO AL-TN 1120 X 230 X 8 MM,1
011581,FILTRO AL-TN 1160 X 260 X 8 MM,1
011578,FILTRO AL-TN 1200 X 300 X 8 MM,1
011582,FILTRO AL-TN 1240 X 380 X 8 MM,1
011579,FILTRO AL-TN 1340 X 250 X 8 MM,1
009779,FILTRO AL-TN 1350 X 250 X 8 MM,2
009777,FILTRO AL-TN 1360 X 210 X 8 MM,1
011584,FILTRO AL-TN 1420 X 230 X 8 MM,1
009776,FILTRO AL-TN 1500 X 220 X 8 MM,1
011586,FILTRO AL-TN 1510 X 210 X 8 MM,1
011580,FILTRO AL-TN 500 X 200 X 8 MM,1
011585,FILTRO AL-TN 870 X 290 X 8 MM,1
004416,FILTRO AR,1
007258,FILTRO AR DESCARTAVEL G4 490X490X50MM,1
004112,FILTRO AR SELONITE 1200X300MM,4
007414,FILTRO AR SELONITE 900X300MM,2
009097,FILTRO DANFOSS DML084R 210 X 1/2,2
003429,FILTRO DANFOSS DML307S 700X7/8,1
008606,FILTRO DE AR DO FLOAT PURIFICADOR FR600 IBBL,1
001729,FILTRO DE COMBUSTIVEL,1
000172,FILTRO DE LINHA 6 TOMADAS 10A PRETO,1
001728,FILTRO DE OLEO,1
001104,FILTRO DE PAPEL P/ CAFE 103,1
008812,FILTRO ORIGINAL CÔNICO ASPIRADOR ECOCLEAN EM TECIDO LAVÁVEL,1
000260,FILTRO PURIFICADOR DE AGUA IBBL,33
008117,FILTRO SEC. FLIGOR ST307X7/85 ST700X7/85,2
007400,FILTRO SMART COFFEE MOD. BUNN ICB/ ICBA,99
007731,FILTRO SMART COFFEE MOD. BUNN ICB/ ICBA,5
007489,FINCA PINO AMARELO MAGAZIADO CALIBRE 27 - WALSYWA CAIXA C,5
007486,FINCA PINO PARA GESSO C/ FURO E ROSCA ANCORA,2
000151,FINCAPINO ACAO INDIRETA CARGA MEDIA 100PC ANCORA,2
001566,FIO DE SOLDA ESTANHO ELETRÔNICA,3
008921,"FITA 2,5X200 C/100 BR BLACK+DECKER",1
011072,FITA AD ALUMINIZADA 48X50 (5RL),1
010801,FITA ADESIVA  - 45X50,1
001289,FITA ADESIVA 12MM X 30M,3
001290,FITA ADESIVA 24MM X 50M,5
003333,FITA ADESIVA 48MMX45M,3
004498,FITA ADESIVA 48MMX45M,6
007206,FITA ADESIVA 50MMX50M,10
006674,FITA ADESIVA TRANSP 12X50 ADELBRAS,1
005968,FITA ADESIVA TRANSP 18X50 ADELBRAS,2
005974,FITA ADESIVA TRANSP 18X50 ADELBRAS,5
011956,FITA ADESIVA TRANSP 24X50 ALLTAPE,1
012457,FITA ADESIVA TRANSP 24X50 ALLTAPE,1
011856,FITA ALUMINIZADA 48X45M (CX C/100 RL),8
011997,FITA ALUMINIZADA 48X45M (CX C/100 RL),1
003959,FITA ALUMINIZADA 48X50M,14
011640,FITA ALUMINIZADA 48X50M (CX C/100 RL),3
008607,FITA ALUMINIZADA PARA PURIFICADOR,1
006266,FITA ANTIDERRAPANTE 48MMX30 METROS,7
011000,FITA BANDA ACUSTICA PRETA 3MM - 48MM - 10M UNESPUMA,2
011034,FITA BANDA ACUSTICA PRETA 3MM - 70MM - 10M UNESPUMA,2
008810,"FITA BCO TX 22X2,0 150M R",2
003513,FITA BROTHER,5
010800,FITA CREPE  - 48X50,3
001075,FITA CREPE 25MM X 50M,61
001404,FITA CREPE 25MM X 50M,1
005633,FITA CREPE 48X50M,16
005657,FITA CREPE 48X50M EUROCEL,7
012193,FITA CREPE 48X50M REF101LA 3M,2
001076,FITA CREPE 50MM X 50M,25
000065,FITA CREPE ADELBRAS 24MMX50M,3
000465,FITA CREPE ADELBRAS 24MMX50M,3
008484,FITA DE ALUMINIO PURO 20MM 25 METROS,1
003581,FITA DE BORDA,8
008605,"FITA DE BORDA PVC 22 X 2,0  MAD ITAPUA",1
005869,Fita De Led 5050 5m A Prova D agua Azul S/ Fonte,5
007449,FITA DE VEDAÇÃO 19X4 ADESIVA ROLO C/ 10MT,2
000134,FITA DEMARC 48X14MT ZEBRADA,1
010797,FITA DUPLA FACE  - VERMELHA,1
009838,FITA DUPLA FACE 19 X 20 3M VERMELHA VHB REF 4910,8
006706,FITA DUPLA FACE 19X33M VHB REF4910 3M,8
006724,FITA DUPLA FACE 19X33M VHB REF4910 3M,12
006725,FITA DUPLA FACE 19X33M VHB REF4910 3M,1
005644,FITA DUPLA FACE 25X33M VHB VERM 4910 3M,22
005668,FITA DUPLA FACE 25X33M VHB VERM 4910 3M,18
001344,FITA DUPLA FACE 3M,6
001672,FITA DUPLA FACE 3M,5
001050,"FITA DUPLA FACE ESPUMA 24MMX1,5M 3M SCOTCH",6
005647,FITA EMP 45X40M TRANSP EUROCEL,3
007340,FITA EMP 45X45M TRANSP REF5802 3M,6
007656,FITA EMP 45X45M TRANSP REF5802 3M,1
006426,FITA EMP 48X100M TRANSP ADELBRAS,1
001513,FITA EMP 48X40M TRANSP ADELBRAS,1
007228,FITA ESPUMA ADESIVA PVC VEDA FRESTA 15X50MM - 10 METROS,4
010329,FITA IMPERMEABILIZANTE AUTO ADESIVA C/ALUMINIO MULTIUSO 20X10MT,1
000179,FITA ISOLANTE 18MM X 20M (3M IMPERIAL),27
000580,FITA ISOLANTE 18MM X 20M (3M IMPERIAL),2
005957,FITA ISOLANTE 19MM X 10M AUTO FUSAO 3M,1
000180,"FITA ISOLANTE 19MMX20M ESP 0,19MM (3M SCOTCH)",7
000161,FITA ISOLANTE 3M IMPERIAL 18MM X 20M,10
000562,FITA ISOLANTE 3M IMPERIAL 18MM X 20M,1
009114,FITA LARGA TRANSP 45X40,2
005056,FITA LED 12V IP20 5MTS 24W/300LEDS 6000K BRANCA,3
009343,FITA LED 2835 12V 240LEDS/M 4000K + FONTE LUZ BRANCO-NEUTRO 4000K,4
004839,FITA LED BRANCO QUENTE,10
012273,FITA LED COB 18W 12V 5 METROS 4000K BRANCO NEUTRO 127/220V,2
011668,Fita Led Cob 220v 3000k 4000k 6000k 10 Metros 3600 Leds,2
009042,FITA LED COB ROLO 5MTS IP20 6500K 18W 1800 LUMENS COR BRANCO-FRIO 6500K 12V,1
010951,FITA LED CONNECT 5W 2700K 127V TENSÃO DIRETA - LUZ BRANCO QUENTE 5M,3
007266,FITA LED DIGITAL 2811 5050RGB 300 LEDS SOM 366 EFEITOS,1
012289,FITA LED DUPLA 480LED 3528 IP20 30W /M SUPER FORTE PARA PERFIL,1
010038,FITA LED DUPLA ALTO BRILHO 32W/M 5M 240LED/M 2880LUMEN/M 24V COR DA LUZ BRANCO-NEUTRO 4000K,2
011941,fita led neon,2
009427,FITA LED RGB 3528 COB 12V 810LEDS/M CONTROLADORA WI-FI,2
009047,FITA LED ROLO 5M IP20 4000K,6
011667,Fita Led Sem Fonte Direta Na Energia 220v 480leds/m 10m 16w,3
007479,FITA LED WS2815 ENDEREÇAVEL 5 METROS 300 LEDS 12V RGB,3
007313,"FITA M CARVALHO LINO NATURALLY 22X0,40",1
011193,FITA MANTA ASFÁLTICA AUTO ADESIVA ALUMINIZADA MULTIUSO 20 CM X 10 M,1
007501,FITA METALFIX 48MMX50 MTS ALUMINIZADA,3
004866,FITA ORIGINAL ROTULADOR BROTHER,14
000133,FITA PERFURADA ACO 17MM C/10MTS,4
004333,FITA PERFURADA ACO GALV.,7
011790,FITA PERFURADA ACO GALV. ARCOTEC 19X25MT,6
005520,FITA PLASTICA BRANCA 10MTS X 10 CM. S/ADESIVO,1
004001,FITA PLASTICA PRETA,1
005521,FITA PLASTICA PRETA 10MTS X 10 CM. S/ADESIVO,5
009214,"FITA PTO TX 22X0,45 50M",4
009856,FITA SUPER COLA IMPERMEAVEL À PROVA D&apos;AGUA VEDAÇÃO BARCO,1
004760,FITA TECTAPE BRANCA 48MM X 50MTS,5
003360,FITA TECTAPE PRETA 48MM X 50MTS 717,25
001051,FITA TEFLON VEDA ROSCA 18MM X 10M,9
003749,FITA TELA DRY WALI PLUS,2
008656,FITA TELADA ADESIVA PARA DRYWALL GESSO E ALVENARIA 100MM X 20M ATLAS,10
000032,FITA TELADA FIBATAPE ROLO 90M,12
000040,FITA TELADA P/ CIMENTICIA 51MMX46M WALSYWA,1
001219,FITA TELADA ROLO 90ML,3
003679,FITA VEDA ROSCA,2
001578,FITA VEDA ROSCA 18MMX10M,4
005004,FITA VEDA ROSCA 18MMX50M,9
007521,FITA VELUDO 40MM X 10M,2
008630,FITA WALSYWA AUTOADESIVA 45MX48MM PARA JUNTAS DRYW,1
001419,FITA ZEBRADA PRETO E AMARELO,5
009473,FIVELA PLASTICO 13MM,1
003511,FIXADOR PRENDEDOR,4
001434,FLANELA BRANCA,3
006632,FLANELA BRANCA 28X48CM SAFIRA,1
012070,FLANGE ANEL / 190036 KONE,1
009378,FLANGE PARA PAINEL DE ELETROCALHA 50MMX100MM PERFIL LIDER,1
009379,FLANGE PARA PERFILADO 38X38 SUPORTE EXTERNO PARA PAINEL,1
009857,FLEX TAPE SUPERFITA FITA ADESIVA VEDA TUDO 10x150CM PRETO,1
006093,FLOAT 5LTS - REVTEC,1
009862,FLOREIRA METAL ALTA PRETA 22X89CM VASAP,1
011517,FLOREIRA METAL ALTA PRETA 70X25X95CM VASAP,1
010646,FOGÃO FOGAREIRO ELÉTRICO 1 BOCA GRILL CAMPING 127/220V INOX 127,10
001757,FOLHA DE LIXA 180,2
001052,FOLHA DE LIXA MASSA 120,10
001053,FOLHA DE LIXA MASSA 150,14
001054,FOLHA DE LIXA MASSA 80,7
004293,FOLHA DE LIXA MASSA GRÃO,2
003975,FOLHA DE LIXA MASSA GRÃO 220,14
009288,FOLHA DE PORTA 196X70 CM PRETA LD,1
009287,FOLHA DE PORTA 196X70 CM PRETA LE,1
006832,FOLHA DE PORTA DE MADEIRA MACIÇA 210X90 CM,1
011876,"FOLHA DE PORTA LISA 210MX60CMX3,5CM PRETA",1
001633,"FOLHA DE PORTA LISA 210X60X3,2 VERT",1
006148,FOLHA DE PORTA LISA 210X92,1
006801,FOLHA DE PORTA LISA MADEIRA 210X80 CM,2
007540,"FOLHA DE PORTA MADEIRA LISA 2,40X77CM ESPESSURA 3,5CM",1
005507,"FOLHA DE PORTA MADEIRA LISA 210X72CM ESPESSURA 3,5CM",5
006474,"Folha de Porta Madeira Lisa 210x72cm Espessura 3,5cm Melaminica MGM Mogno(48368)",1
010486,FOLHAGEM ARTIFICIAL DE LARANJEIRA SILICONADA,1
004799,FOLHAGEM BAMBU,2
007452,FOLHETO GOWORK,2
006820,FOLHETO GOWORK INTEGRAÇÃO COUCHÊ 180G,3
000965,FOLHETO GOWORK LAB FIA,1
004814,FONE DE OUVIDO,1
011884,FONE DE OUVIDO JBL TUNE 520BT BLUETOOTH,1
008402,FONE HEADSET USB,7
010704,Fonte,1
001558,FONTE 12V 10A CHAV,5
007415,FONTE 12V 1A,3
001199,FONTE 12V 20A,5
008641,FONTE 12V 3A DRIVER PARA FITA LED IP 20/IP65 60W BIVOLT,3
001559,FONTE 12V 5A CHAV,4
008528,FONTE 5V 1A,1
003779,FONTE CARREDOR ELERONICO C / TIMER IPEC,3
003400,"FONTE CARREGADOR COMPATIVEL COM DELL PLUG 4,5 X",3
004909,FONTE CARREGADOR NOBREAK,1
011044,"FONTE CARREGADOR PARA DELL VOSTRO 15-3000 19,5V 3.34A",2
008173,FONTE CHAVEADA ELETRONICA 48V VOLTS 5A 240W 110/220V BIVOLT,1
003585,FONTE CHAVEADA ESTABILIZADA,3
010341,Fonte Colmeia 12v 10a 120w Bivolt Estabilizada Led Camera,1
006532,FONTE COLMEIA 12V 20A PARA CFTV,2
008189,FONTE DC 48V 20A 1000W AC BIVOLT DRIVER CNC CONTROLADORA,4
004514,FONTE DE ALIMENTACAO,2
012134,Fonte De Carregamento 20v Pfv020/ 020i/ 238/ 238i Vonder,1
012221,FONTE DRIVER LED SLIM,1
008089,FONTE ININTERRUPTA 2A FA1220S C/ BATERIA XB 1270,1
001396,FONTE NOBREAK 12V-10A FX250 METÁLICA AMFER,4
003442,FONTE PARA NOTEBOOK,3
012268,FONTE SLIM DRIVER PARA PERFIL FITA DE LED 12V 6A 70W,1
010319,FONTE UBIQUITI POE 48v 0.5a,4
012508,"FORAM FEITOS ALGUNS PROCEDIMENTOS NOS DUTOS, PARA IR MAIS VAZÃO DE AR PRA ESSAS 03 SALAS E INSTALAÇÃO DE 01 DIFUSORES PR",1
006960,FORMAO PARA MADEIRA 12MM LT2043 LITH,1
006961,FORMAO PARA MADEIRA 16MM LT2044 LITH,1
006962,FORMAO PARA MADEIRA 19MM LT2045 LITH,1
006929,FORMICELL MATA FORMIGA 10 GRAMAS,2
012080,"FORNECEIMENTO E INSTALAÇÃO  DOS CONJUNTOS DE 04 PEÇAS DE  DUTOS, NECESSÁRIAS PARA OS 04  EQUIPAMENTOS.",1
011939,"FORNECIMENTO  DOS FLEXÍVEIS  E  INSTALAÇÃO DOS DIFUSORES NO  RAMAIS DE DUTOS, 18 DIFUSORES",1
007422,FORNECIMENTO DA PEÇA DE DUTO E REALOCAÇÃO DE DIFUSOR,1
008637,FORNECIMENTO DAS GRELHAS DE INSUFLAMENTO E RETORNO,3
007377,FORNECIMENTO DAS PEÇAS DE DUTOS,1
012515,"FORNECIMENTO DE 01 REFINETE, MATERIAL NECESSÁRIO E INSTALAÇÃO DE 01 EVAPORADOR TRANE 24.000 btus VRF. INSTALAÇÃO TAMBÉM",1
008460,FORNECIMENTO DE CAIXA COM COLARINHO,2
008461,FORNECIMENTO DE CAIXA PLENIUM,1
007223,FORNECIMENTO DE CHAPA E FECHAMENTO DE DIFUSORES,1
007197,FORNECIMENTO DE CHAPA E FECHAMENTO DE PONTOS,2
008580,FORNECIMENTO DE CHAPAS,2
009011,FORNECIMENTO DE COROA DE BRONZE BV FUSO,1
008163,FORNECIMENTO DE DUTOS FLEXIVEIS,4
009302,FORNECIMENTO DE EQUIPAMENTOS PARA WI-FI DO FABRICANTE ARUBA MODELO AP-225 COM CAPACIDADE PARA CONEXÕES ATÉ 300MPS,1
008106,FORNECIMENTO DE GÁS,4
008379,FORNECIMENTO DE HÉLICE,1
009483,FORNECIMENTO DE INFRA FRIGORIGENA,1
009760,FORNECIMENTO DE MÃO DE OBRA PARA SERVIÇO DE SERVENTE,6
012220,Fornecimento de materiais e ajustes nos dutos para aumento da vazão de ar nas duas salas.,1
009007,FORNECIMENTO DE MOTOR NOVO F2000 COM CP4010F,1
007374,FORNECIMENTO DE RAMAL DE DUTO ISOLADO,1
008386,"FORNECIMENTO DE TAMPO DE MESA, EM VIDRO INCOLOR TEMPERADO E LAPIDADO DE 6MM",6
011463,FORNECIMENTO DE TRECHO DE DUTO SEM ISOLAMENTO,1
010731,FORNECIMENTO DE TRECHO DE INFRA (TUBULAÇÕES DE COBRE),1
008191,FORNECIMENTO DO CABO PP PARA EQUIPAMENTOS,1
011933,FORNECIMENTO DO MATERIAL  NECESSÁRIO E REALOCAÇÃO DE  02 EQUIPAMENTOS DUTO VRF  HITACHI ¿¿¿ 6HP E STARTUP DO  SISTEMA,2
012047,FORNECIMENTO DO MATERIAL  NECESSÁRIO E REALOCAÇÃO DE 01  EQUIPAMENTO DUTO VRF DE 6 hp E  REALOCAÇÃO 01 SPLIT HIWALL VRF,1
012079,FORNECIMENTO DO MATERIAL  NECESSÁRIO E REALOCAÇÃO DE 03  EQUIPAMENTO DUTO VRF (sendo 03  de 6 hp).  - INSTALAÇÃO 01 K7 D,1
012050,FORNECIMENTO DO MATERIAL  NECESSÁRIO. - INSTALAÇÃO DA REDE  FRIGORIGENA DA CASA DE  MÁQUINAS PARA OS 04  EVAPORADORES -,1
011914,Fornecimento do material necessário,2
012532,FORNECIMENTO DO MATERIAL NECESSÁRIO E  INSTALAÇÃO DOS 02 SPLITS HIWALL,1
012326,fornecimento do material necessário e instalação de 01 ramal de duto de aprox 10 metros,1
009469,FORNECIMENTO DO MATERIAL NECESSÁRIO E INSTALAÇÃO DE CONDENSADORA MINI VRF HITACHI 18HP,1
010985,FORNECIMENTO DO MATERIAL NECESSÁRIO E INSTALAÇÃO DE EQUIPAMENTO DUTO VRF HITACHI DE 4 HP,1
010962,FORNECIMENTO DO MATERIAL NECESSÁRIO E INSTALAÇÃO DE EQUIPAMENTOS DUTO 5HP HITACHI VRF E CONDENSADORA MINI VRF 18HP,1
008190,FORNECIMENTO DO MATERIAL NECESSÁRIO E ISOLAMENTO DOS DUTOS,2
011120,FORNECIMENTO DO MATERIAL NECESSÁRIO E REALOCAÇÃO DA INFRAESTRUTURA (TUBULAÇÕES DE COBRE),1
010984,FORNECIMENTO DO MATERIAL NECESSÁRIO E REALOCAÇÃO DE EQUIPAMENTO DUTO VRF HITACHI DE 10HP,1
012056,FORNECIMENTO DO MATERIAL NECESSÁRIO E RELOCAÇÃO DE DUTO DE 8M,1
009485,"FORNECIMENTO DO MATERIAL NECESSÁRIO INSTAL. DA INFRA FRIGORIGENA, INSTALAÇÃO DO SIST. NOVO COMP. E RELOCAÇÃO DE EVAP K7",1
012325,"fornecimento do material necessário, instalação de 01 equipamento duto de 3hp e startup",1
009310,"FORNECIMENTO DO MATERIAL NECESSÁRIO, INSTALAÇÃO DO EQUIPAMENTO VRF DUTO DE 3 HP E STARTUP",1
010729,FORNECIMENTO DO RAMAL DE DUTO DE 06 METROS,1
007371,FORNECIMENTO DOS FLEXÍVEIS,10
012312,FORNECIMENTO E INSTALAÇÃO  02 GRELHAS DE RETORNO SOB  MEDIDA,1
011935,FORNECIMENTO E INSTALAÇÃO  DAS PEÇAS DE DUTOS  NECESSÁRIAS (04 PEÇAS POR  EVAPORADORA),1
012313,"FORNECIMENTO E INSTALAÇÃO  DAS PEÇAS DE DUTOS  NECESSÁRIAS,  APROXIMADAMENTE 7 METROS",1
012330,"FORNECIMENTO E INSTALAÇÃO  DAS PEÇAS DE DUTOS  NECESSÁRIAS, PARA 02  EQUIPAMENTOS. SENDO 04 PEÇAS  PARA CADA MÁQUINA .",1
012307,FORNECIMENTO E INSTALAÇÃO  DE 01 DIFUSOR PEQUENO PARA  ATENDER A SALA PEQUENA,1
012305,"FORNECIMENTO E INSTALAÇÃO  DE 01 PEÇA DE DUTO,  COLARINHO E INSTALAÇÃO DE  01 DIFUSOR",1
012309,"FORNECIMENTO E INSTALAÇÃO  DE 01 RAMAL DE DUTO,  APROXIMADAMENTE 4 METROS",1
012306,"FORNECIMENTO E INSTALAÇÃO  DE 01 RAMAL DE DUTOS 1,5 M",1
012324,FORNECIMENTO E INSTALAÇÃO  DE 03 RAMAIS DE DUTOS ISOLADOS  DE APROXIMADAMENTE 7 METROS  CADA,1
009057,FORNECIMENTO E INSTALAÇÃO DA INFRAESTRUTURA (TUBULAÇÕES DE COBRE),1
007155,FORNECIMENTO E INSTALAÇÃO DAS PEÇAS DE DUTOS,10
012039,FORNECIMENTO E INSTALAÇÃO DAS PEÇAS DE DUTOS NECESSÁRIOS,2
010986,FORNECIMENTO E INSTALAÇÃO DAS PEÇAS DE DUTOS NECESSÁRIOS P/ FECHAMENTO DE EQUIPAMENTOS E INSTALAÇÃO DE DIFUDORES,2
011750,FORNECIMENTO E INSTALAÇÃO DAS PEÇAS DE DUTOS NECESSÁRIOS PARA EQUIPAMENTOS SENDO PEÇAS PARA CADA MÁQUINA,1
012425,FORNECIMENTO E INSTALAÇÃO DE 01 RAMAL  DE DUTO ISOLADO DE 05 MTS E DE 01 RAMAL  DE DUTO ISOLADO DE 02 MTS TOTAL DE 07 ME,1
012317,FORNECIMENTO E INSTALAÇÃO DE 01 RAMAL DE DUTO DE 2 METROS,1
012316,FORNECIMENTO E INSTALAÇÃO DE 02 GRELHAS LATERAIS DE DUTOS E COLARINHOS (botinha) NA LATERAL DO DUTO,1
011552,"FORNECIMENTO E INSTALAÇÃO DE 02 PEÇAS DE DUTO, PARA DAR MAIS VAZÃO DE AR, PARA 04 DIFUSORES",2
012497,FORNECIMENTO E INSTALAÇÃO DE 02 RAMAIS DE  DUTOS ISOLADO DE 06 METROS CADA.,1
011938,FORNECIMENTO E INSTALAÇÃO DE 03  RAMAIS DE DUTOS DE 07 METROS  CADA,1
011917,"FORNECIMENTO E INSTALAÇÃO DE 04  RAMAIS DE DUTOS NOVOS, ISOLADO DE  APROXIMADAMENTE 05 METROS POR  ANDAR",1
012534,"FORNECIMENTO E INSTALAÇÃO DE 04 RAMAIS  DE DUTOS ISOLADO (02 DUTOS DE 03 METROS  CADA E 02 DUTOS DE 02 METROS CADA, TOTA",1
011116,FORNECIMENTO E INSTALAÇÃO DE ACRILICO PARA TERMOSTATO,1
007375,FORNECIMENTO E INSTALAÇÃO DE BANDEJAS,3
007248,FORNECIMENTO E INSTALAÇÃO DE CORREIA,1
007378,FORNECIMENTO E INSTALAÇÃO DE DIFUSOR,44
007376,FORNECIMENTO E INSTALAÇÃO DE DRENO,1
011897,FORNECIMENTO E INSTALAÇÃO DE DUTO MPU FECHAMENTO DE MÁQUINA,1
007196,FORNECIMENTO E INSTALAÇÃO DE EQUIPAMENTO,2
011860,FORNECIMENTO E INSTALAÇÃO DE ESPELHO BIZOTE,1
007224,FORNECIMENTO E INSTALAÇÃO DE GRELHA DE RETORNO,8
011476,FORNECIMENTO E INSTALAÇÃO DE INFRA,1
008746,FORNECIMENTO E INSTALAÇÃO DE PEÇA DE DUTO,3
008201,FORNECIMENTO E INSTALAÇÃO DE RAMAIS DE DUTOS COMPLETOS ISOLADOS,6
007368,FORNECIMENTO E INSTALAÇÃO DE RAMAL DE DUTO ISOLADO,20
008802,FORNECIMENTO E INSTALAÇÃO DOS RAMAIS DE DUTOS NOVOS,2
012520,FORNECIMENTO E TROCA DE 01 ALETA DA EVAPORADORA 36.000 btus hw,1
008430,FORNECIMENTO E TROCA DE CONTATOR DO COMPRESSOR,8
009373,FORNECIMENTO E TROCA DE FLEXIVEIS DE DIFUSORES,6
011708,FORNECIMENTO E TROCA DE MOTOR VENTILADOR DO EQUIPAMENTO,1
007222,FORNECIMENTO E TROCA DE PLACA DO EVAPORADOR E PAINEL ESPELHADO,1
007249,FORNECIMENTO E TROCA DE RAMAIS DE DUTOS FLEXÍVEIS,1
012394,FORRO DE GESSO ESPAÇOFORRO E-CLEAN LAY-IN PRETO 8 X 625 X 1250 MM,2
012356,FORRO DE GESSO ESPEÇO FORRO E-CLEAN SQUARE PRETO 8X625X625MM CAIXA COM 8UN,1
001640,FORRO LUCERO LI1250X625X12MM-OWA CX COM 12 UNIDADES,1
011459,forro modular,1
009300,FORRO PVC 200MMX08MM 5.00MTS,1
001467,FORRO SCALA LAY-IN 625X1250X14MM,26
004533,FORRO SCALA LAY-IN 625X1250X16MM,50
003332,FORRO SCALA LAY-IN QUADRADO 625 X 625 X 14MM,47
004703,FORRO SCALA LAY-IN QUADRADO 625 X 625 X 16MM,85
008986,FORRO SCALA SQ 625 MM X 625 MM X 16 MM,2
005723,FORTH JARDIM 6X3KG,1
008624,FORTLEV ANEL VEDACAO ESG DN100,1
008625,FORTLEV ANEL VEDACAO ESG DN50,2
005108,FORTLEV ANEL VEDACAO ESG DN75,1
008634,FORTLEV CURVA 90 LONGA ESGOTO DN50,1
008623,FORTLEV CX SIFONADA 100 X 100 X 50 RED BR,1
008627,FORTLEV JOELHO 45 ESG 100MM,1
008629,FORTLEV JOELHO 90 ESG 100MM,2
008631,FORTLEV JOELHO 90 SOLDAVEL 25MM,3
008626,FORTLEV JUNCAO RED ESG 100X50MM,1
008628,FORTLEV LUVA ESG DN 100MM,1
008635,FORTLEV LUVA ESG DN 50MM,1
008633,FORTLEV TUBO ESGOTO BRANCO 050MM 06M,1
008632,FORTLEV TUBO ESGOTO BRANCO 075MM 06M,1
005996,FRALDAS PAMPERS SUPERSEC M 90 UNIDADES (M),6
003846,FRASCO PET,3
000100,"FREON 410A DAC11,350KG IBA632668 ONU3163 C/SU2,2",32
006055,FREON R134A LATA 1KG IBA9002 ON3159 C/SUB2.2,3
004833,"FREON R22 DAC13,62KG IBA3102 ONU1018 C/SUB2.2",7
008406,"FREON R32 DAC 9,5KG UN3252",1
007542,FRETE,118
005524,FT REFINETE FT22DK,12
005523,FT REFINETE FT33DK,2
005526,FT REFINETE FT72DK,3
009663,FT REFINETE FT73DK,2
005843,"FUNDO P/ SUPERFICIES GALVITE BR 3,6L SW",11
003663,"FUNDO PREPARADOR 3,6L",3
005589,Funil,16
009124,FURADEIRA EM 08,1
009125,FURADEIRA EM 14,1
009126,FURADEIRA EM 43,1
009475,FURADEIRA IMPACTO 1/2&quot; 710W 220V [DWD502] (DEWALT),1
006132,FURADEIRA MARTELETE ELETRICA,3
000944,FURADEIRA PARAFUSADEIRA 3/8`` BATERIA 12 VOLTS COM MALETA E ACESSORIOS VONDER,38
010947,FURADEIRA PARAFUSADEIRA DE IMPACTO 18V 1.5AH HP488DW MAKITA 110V/220V AZUL-TURQUESA,1
001302,FUSIVEL VIDRO F 6.3 AL,4
010441,GABINETE SUSPENSO PARA BANHEIRO COM CUBA 60CM EM MDF MONZA LINEO,2
005543,GALAO 20L LINDOYA VERAO,2
001525,"GALÃO 3,6LT TINTA GELO BELLACOR",1
012033,GALÃO 50L BOMBONA REUSO TAMPA FIXA E BOCAL DUPLO AZUL,2
004295,"GALVITE GALVOLUX 1855 PT FOS 3,6 A",8
