codigo_produto,descricao_produto,qtd_ocorrencias
012461,SELANTE PU40 MARROM,1
008422,SELO MECANICO LONGO 3/4-BUNA T-01,1
008328,SENSOR 14563,1
008495,SENSOR DE NIVEL DUPLO CAIXAS D&apos;AGUA - INDICADOR COM WI-FI,1
000243,SENSOR DE PRESENÇA DE TETO 360° (EXATRON),36
010040,SENSOR TEMPERATURA E UMIDADE WIFI SEM FIO ALEXA TUYA GOOGLE,1
009607,SERIVÇO DE INSTALAÇÃO E FORNECIMENTO DE CAIXA PARA O TERMOSTATO,1
003872,SERPENTINA,2
000119,SERRA AR BIMETAL  24   STARRET,4
009227,SERRA CIRCULAR ACO CARB. WIDEA FARMASTIL/NP TOOLS 4. 3/8 X 24D,1
001524,SERRA CIRCULAR ALUMÍNIO DISCO 250MM 80 DENTES,1
009345,SERRA CIRCULAR GKS-150 1500W COM DISCO E GUIA PARALEDO - BOSCH - 06016B30D0-000 -220v,5
003684,SERRA COPO,3
003767,SERRA COPO DIAMANTADO,3
005037,SERRA COPO P/ MADEIRA,1
003527,SERRA ESQUAD.TELESC.10 5000RPM 1800W 220V,4
004549,SERRA MARMORE,1
000333,SERRA MARMORE 4. 3/8 4100 NH3Z 220 MAKITA,2
000334,SERRA MARMORE 4.3/8 4100 NH3Z 220 MAKITA,3
000943,SERRA TICO TICO 400 WATTS CAPACIDADE DE CORTE 55 MM - TTV400 220V,3
008543,"SERRAFOS DE PINUS 5 X 3,00 MT BRUTO",1
012527,SERROTE DE PODA PROFISSIONAL + CABO EXTENSÍVEL 5M TRAMONTINA,1
004349,SERROTE GESSO,7
007072,SERVIÇO DE ACABAMENTO DE DRYWALL,4
009060,SERVIÇO DE ADEQUAÇÃO CIVIL PARA AUMENTO DE PARADA SUPERIOR DO ELEVADOR,1
007284,SERVIÇO DE ADEQUAÇÃO DO SISTEMA DE CHUVEIRO AUTOMÁTICO,5
011820,SERVIÇO DE ADEQUAÇÃO DO SISTEMA DE SPRINKLERS,1
009063,SERVIÇO DE ADEQUAÇÕES HIDRAULICAS,6
007347,SERVIÇO DE ALINHAMENTO,5
006346,SERVIÇO DE AMACEAMENTO E PINTURA DE FORRO,7
005043,SERVIÇO DE ANALISE DA QUALIDADE DA ÁGUA,8
005010,SERVIÇO DE ANALISE DA QUALIDADE DO AR,9
012135,SERVIÇO DE APLICAÇÃO DE CIMENTO QUEIMADO,1
008938,SERVIÇO DE APLICAÇÃO DE HIPERMEABILIZANTE,2
005954,SERVIÇO DE APLICAÇÃO DE PELICULA,305
005955,SERVIÇO DE APLICAÇÃO DE PELICULA,283
008646,SERVIÇO DE ASSENTAMENTO DE PISO E RODAPÉ,3
008584,SERVIÇO DE CARPINTARIA,1
007218,SERVIÇO DE CONFECÇÃO DE CAIXOTE DE DRYWALL,2
006863,SERVIÇO DE CONFECÇÃO DE LETREIRO EM NEON,7
009772,SERVIÇO DE CONSTRUÇÃO DE DIVISÓRIA DE DRYWALL,4
005535,SERVIÇO DE CORTE,3
008536,SERVIÇO DE DEMOLIÇÃO,8
011218,SERVIÇO DE DEMOLIÇÃO DE FORRO,2
003887,SERVIÇO DE DESENTUPIMENTO LIMPEZA RASPAGEM E DESOBSTRUÇÃO,12
011453,SERVIÇO DE DESLOCAMENTO DE CENTRAL DE ALARME DE INCENDIO,1
011494,SERVIÇO DE DESMONTAGEM DE DIVISÓRIAS,8
011598,SERVIÇO DE DESMONTAGEM DE FORRO MINERAL,3
011495,SERVIÇO DE DESMONTAGEM DE MESAS,4
009062,SERVIÇO DE DESMONTAGEM DE PAREDE DE DRYWALL,1
010082,SERVIÇO DE DESMONTAGEM DE SOFA,2
006934,SERVIÇO DE DESMONTAGEM E INSTALAÇÃO DE FORROS,7
007279,SERVIÇO DE DIVULGAÇÃO DE VAGA,1
007152,SERVIÇO DE DIVULGAÇÃO DE VAGA NO JORNAL AMARELINHO,5
010966,SERVIÇO DE ELABORAÇÃO DE MEMORIAL DE CALCULO DE POPULAÇÃO,1
008940,SERVIÇO DE EMBUTIR E ACABAMENTO DE CABOS,1
007175,SERVIÇO DE EXECUÇÃO DE CAIXOTE,2
007177,SERVIÇO DE EXECUÇÃO DE FORRO DE DRYWALL,4
007174,SERVIÇO DE EXECUÇÃO DE PAREDE,1
007071,SERVIÇO DE EXECUÇÃO DE PAREDE DE DRYWALL,8
006796,SERVIÇO DE EXECUÇÃO DE PAREDE DE DRYWALL COM LÃ DE ROCHA,3
006795,SERVIÇO DE EXECUÇÃO DE SEPTO,5
008937,SERVIÇO DE EXECUSÃO DE CONTRAPISO,1
008856,SERVIÇO DE FABRICAÇÃO E COLOCAÇÃO DE LAVATÓRIOS,2
006913,SERVIÇO DE FECHAMENTO DE FORRO HALL ELEVADOR,1
006915,SERVIÇO DE FECHAMENTO DE JANELAS DOS BANHEIROS COM DRYWALL,1
004190,SERVIÇO DE IMPERMEABILIZAÇÃO,2
009055,SERVIÇO DE IMPERMEABILIZAÇÃO DE ESTOFADO,1
009303,SERVIÇO DE IMPLANTAÇÃO DE ACCESS POINTS,1
008565,SERVIÇO DE IMPRESSÃO,50
008942,SERVIÇO DE INFRAESTRUTURA ELETROCALHA,3
009773,SERVIÇO DE INFRAESTRUTURA SECA,1
009603,SERVIÇO DE INSTAÇÃO DE MANTA ASFALTICA,1
006914,SERVIÇO DE INSTALAÇÃO DE ALÇAPÃO,2
010129,SERVIÇO DE INSTALAÇÃO DE CATRACAS,2
006344,SERVIÇO DE INSTALAÇÃO DE CONTRA PISO,1
007443,SERVIÇO DE INSTALAÇÃO DE DETECTOR DE FUMAÇA,1
008908,SERVIÇO DE INSTALAÇÃO DE DIFUSORES PARA AR-CONDICIONADO,11
007470,SERVIÇO DE INSTALAÇÃO DE DUTO DE DESCARGA CONDENSADORA,2
008909,SERVIÇO DE INSTALAÇÃO DE ELETROCALHA,2
012408,SERVIÇO DE INSTALAÇÃO DE ESPELHO 4 MM LAPIDADO 140X600,1
012409,SERVIÇO DE INSTALAÇÃO DE ESPELHO 4 MM LAPIDADO 970X1800,1
006950,SERVIÇO DE INSTALAÇÃO DE FORRO,7
004440,SERVIÇO DE INSTALAÇÃO DE FORRO ACARTONADO,2
006371,SERVIÇO DE INSTALAÇÃO DE FORRO MINERAL,24
007176,SERVIÇO DE INSTALAÇÃO DE FORRO MODULAR,15
009020,SERVIÇO DE INSTALAÇÃO DE GESSO,2
006868,SERVIÇO DE INSTALAÇÃO DE GRAMA SINTETICA,3
007440,SERVIÇO DE INSTALAÇÃO DE PAPEL DE PAREDE,2
007701,SERVIÇO DE INSTALAÇÃO DE PAPEL DE PAREDE,22
012077,SERVIÇO DE INSTALAÇÃO DE PERSIANA,2
012083,SERVIÇO DE INSTALAÇÃO DE PORTA CORTA FOGO COM BATENTE E FECHADURA,1
004289,SERVIÇO DE INSTALAÇÃO DE PORTAS COM GUARNIÇÕES,2
009442,SERVIÇO DE INSTALAÇÃO DE SISTEMA BI SPLIT,2
008185,SERVIÇO DE INSTALAÇÃO DE TANQUE AÉREO PARA ARMAZEMAMENTO DE LIQUIDOS - TANQUE E BACIA 250 LITROS,1
001499,SERVIÇO DE INSTALAÇÃO DE TOLDOS,8
008988,"SERVIÇO DE INSTALAÇÃO DE TORNEIRA, VALVULA DE PIA E SIFÃO",1
008989,SERVIÇO DE INSTALAÇÃO DE VASO SANITÁRIO,1
012332,"SERVIÇO DE INSTALAÇÃO DE VIDRO 0,55 X 1,05M",2
004774,SERVIÇO DE INSTALAÇÃO DE VIDROS,1
004829,SERVIÇO DE INSTALAÇÃO E MANUTENÇÃO DE FECHADURA,1
009886,SERVIÇO DE INSTALAÇÃO REVESTIMENTO EM PORCELANATO,3
002663,SERVIÇO DE JARDINAGEM,123
003869,SERVIÇO DE JARDINAGEM,14
007346,SERVIÇO DE LAVAGEM,2
009353,SERVIÇO DE LAVAGEM DE ALMOFADAS,11
009053,SERVIÇO DE LAVAGEM DE ESTOFADO,40
010974,SERVIÇO DE LAVAGEM DE VIDROS,1
005096,SERVIÇO DE LETREIRO AÇO GALV. FACE ACRÍLICA CRISTAL LED INTERNO COM LOGO,10
004384,SERVIÇO DE LIMPEZA,6
009054,SERVIÇO DE LIMPEZA DE ESTOFADO,1
007436,SERVIÇO DE LIMPEZA DE FACHADA,1
008337,SERVIÇO DE LIMPEZA DE VIDROS,3
010244,SERVIÇO DE LIMPEZA DO ACM,1
010245,SERVIÇO DE LIMPEZA DO ACM E VIDRO,1
009093,SERVIÇO DE LIMPEZA E DESENTUPIMENTO DA CAIXA DE ESGOTO,6
007135,SERVIÇO DE LIMPEZA PÓS OBRA,14
011319,SERVIÇO DE LIMPEZA QUIMICA SISTEMA DUTO VRF DAIKIN 5HP,1
003797,"SERVIÇO DE LIMPEZA, HIGIENIZAÇÃO E IMPERMEABILIZAÇÃO",37
004951,"SERVIÇO DE LIMPEZA, HIGIENIZAÇÃO E IMPERMEABILIZAÇÃO",9
008913,"SERVIÇO DE LIMPEZA, RASPAGEM, DESOBSTRUÇÃO E LIMPEZA TÉCNICA EM TUBULAÇÕES",7
006449,SERVIÇO DE MANUTENÇÃO CORRETIVA DE AR CONDICIONADO,41
007167,SERVIÇO DE MANUTENÇÃO CORRETIVA DE GERADORES,3
009617,SERVIÇO DE MANUTENÇÃO DE ELEVADOR,3
012391,SERVIÇO DE MANUTENÇÃO DE FACHADA COM PAINEL EM POLICARBONATO,1
006591,SERVIÇO DE MANUTENÇÃO DE GELADEIRA,10
007169,SERVIÇO DE MANUTENÇÃO DE GERADORES,5
006687,SERVIÇO DE MANUTENÇÃO DE NEON LETREIRO,7
012373,SERVIÇO DE MANUTENÇÃO DE PORTA AUTOMATICA,1
011604,SERVIÇO DE MANUTENÇÃO DE PORTAS E DIVISÓRIAS,2
007424,SERVIÇO DE MANUTENÇÃO DE TELEVISOR,1
004730,SERVIÇO DE MANUTENÇÃO DE VEICULOS,1
008582,SERVIÇO DE MANUTENÇÃO DO DECK,2
007292,SERVIÇO DE MANUTENÇÃO DO PROJETOR,1
003814,SERVIÇO DE MANUTENÇÃO E INSTALAÇÃO DE AR CONDICIONADO,1
011896,Serviço de mão de obra,1
008855,SERVIÇO DE MÃO DE OBRA DE ALVENARIA E ACABAMENTOS,1
006517,SERVIÇO DE MÃO DE OBRA DE DIVISÓRIA RETRÁTIL,3
006884,SERVIÇO DE MÃO DE OBRA DE INSTALAÇÃO DE PORTA,5
008213,SERVIÇO DE MÃO DE OBRA DE INSTALAÇÃO DO SISTEMA MINI VRF DE 18 HP COM 04 EVAP DUTO DE 5 HP,1
011167,SERVIÇO DE MÃO DE OBRA ELETRICISTA,1
007348,SERVIÇO DE MÃO DE OBRA MECÂNICA,1
010178,SERVIÇO DE MARCENARIA,11
008563,SERVIÇO DE MOBILIZAÇÃO,1
007063,SERVIÇO DE MODIFICAÇÃO NOS RAMAIS DE DUTOS,2
011599,SERVIÇO DE MONTAGEM DE FORRO MINERAL,4
009579,SERVIÇO DE MONTAGEM DE QUADRO ELETRICO,5
012371,SERVIÇO DE MOVIMENTAÇÃO DE MATERIAIS E ORGANIZAÇÃO DO ESPAÇO,2
006345,SERVIÇO DE NIVELAMENTO DE CONTRA PISO,1
008910,SERVIÇO DE PANAGEM DE MALHA DE ATERRAMENTO,1
008943,SERVIÇO DE PASSAGEM DE CABEAMENTO PARA O AR CONDICIONADO,2
011862,SERVIÇO DE PASSAGEM DE CABEAMENTO PARA PONTOS DE REDE,1
009605,SERVIÇO DE PASSAGEM DE CIRCUITO ELETRICO,2
004990,SERVIÇO DE PINTURA,5
004987,SERVIÇO DE PINTURA DE FACHADA PREDIAL,1
008896,SERVIÇO DE PREPARAÇÃO DE PAREDES E PINTURA DAS PAREDES DE DRYWALL,1
006667,SERVIÇO DE RASPAGEM E APLICAÇÃO DE VERNIZ,1
006912,SERVIÇO DE RECOLOCAÇÃO DE PLACAS DESMONTAGEM,1
007433,SERVIÇO DE REFORÇO ESTRUTURAL,1
012485,SERVIÇO DE REFORMA CIVIL PARA CONSTRUÇÃO DE LAYOUT DE ESCRITÓRIO,1
007267,SERVIÇO DE REFORMA DE ESTOFADO,25
006514,SERVIÇO DE REGULAGEM E ALINHAMENTO,2
007286,"SERVIÇO DE REGULAGEM, TROCA DE PLACA E PERFIL",1
008936,SERVIÇO DE REGULARIZAÇÃO DO PISO,2
007073,SERVIÇO DE REGULARIZAÇÃO DO PISO E MASSA ALTO NIVELANTE,1
008992,SERVIÇO DE RELOCAÇÃO DE PONTOS DE AGUA,1
008939,SERVIÇO DE REMANEJAMENTO DE CABOS DE AR CONDICIONADO,1
008941,SERVIÇO DE REMANEJAMENTO DO QUADRO DE AR CONDICIONADO,1
011947,Serviço de remoção de adesivo,1
007446,SERVIÇO DE REMOÇÃO DE PAPEL DE PAREDE,1
009058,SERVIÇO DE REMOÇÃO DE PELICULA,23
009059,SERVIÇO DE REMOÇÃO DE PELICULA,22
008647,SERVIÇO DE REMOÇÃO DO REVESTIMENTO E REGULARIZAÇÃO DO PISO,1
008648,SERVIÇO DE REMOÇÃO E INSTALAÇÃO DE ESGOTO GERAL - INSTALAÇÃO HIDRAULICA,1
004968,SERVIÇO DE REPARAÇÃO E MANUTENÇÃO HIDRAULICO,1
011806,Serviço de reparo de vazamento de gás,1
008993,"SERVIÇO DE REPARO DOS RALOS, RETIRADA E RECOLOCAÇÃO DE PISOS",1
008847,SERVIÇO DE REPARO ELETRICO NO GERADOR,1
008990,SERVIÇO DE REPARO GERAL NO REGISTRO,1
007256,SERVIÇO DE REPARO NA ESTRUTURA DA PORTA,1
005039,SERVIÇO DE REPARO NA MOTOBOMBA,2
005290,SERVIÇO DE REPARO NA MOTOBOMBA,1
009660,SERVIÇO DE REPARO NA TUBULAÇÃO DE AGUA,3
008991,SERVIÇO DE REPARO NO GESSO,1
007296,SERVIÇO DE REPARO NO MÓDULO DE POTÊNCIA DO ELEVADOR,1
012180,SERVICO DE REPINTURA,1
008929,SERVIÇO DE RETIRADA DE ENTULHO,2
008911,SERVIÇO DE RETIRADA E INSTALAÇÃO DO DISJUNTOR,1
004806,SERVIÇO DE REVALIDAÇÃO DO AVCB,3
009674,SERVIÇO DE SUBSTITUIÇÃO DE REGISTRO DE HIDRANTE,1
010480,SERVIÇO DE SUBSTITUIÇÃO DE TORNEIRA DE BOIA,1
006802,SERVIÇO DE TRANSPORTE INSTAÇÃO E MEDIÇÃO TECNICA CONF. PROJETO,1
008166,SERVIÇO DE TROCA DE FILTROS E OLEO DO GERADOR,3
006513,SERVIÇO DE TROCA DE MECANISMO,1
012252,Serviços Administrativos,1
000120,SERVICOS DE FRETE,239
008930,SERVIÇOS DE HIDRAULICA,3
006377,SERVIÇOS DE INSTALAÇÃO DE DIVISORIAS DE BANHEIRO,10
001322,SERVIÇOS DE INSTALAÇÃO DE DIVISORIAS E FORROS,6
011868,Serviços Gráficos,1
007031,SETUP DA AUTOMAÇÃO COM TÉCNICO DA TRANE,1
009005,SHAFT DE DRYWALL PARA PASSAGEM DA INFRA DO AR CONDICIONADO,1
009522,SIFAO COBRE 1 1/8,2
005077,SIFÃO COPO,11
004651,SIFÃO COPO P/ LAVATORIO CUBA PIA TANQUE SAIDA FLEXIVEL,9
000288,SIFÃO DE PIA 100 CM CROMADO,2
000290,SIFAO SANFONA CROMADO 2X11/2,1
003824,SIFAO SANFONADO,4
003763,SIFAO UNIV EXT COPO BR MOBYLE PLENA/TIGR,6
009152,SIFAO UNIV SIMPLES PT CENSI,1
012187,"SIKAGARD SILICONE W - 3,6L",1
005491,SILICONE ACETICO INCOLOR 256G,10
005587,SILICONE BOND PRETO 250G,12
004841,SILICONE GEL AUTOMOTIVO,1
011637,Silicone Líquido Finalizador,1
012071,SILICONE P/ FORMAR JUNTAS P/ RESIS-TIR A,1
003979,SILICONE POLYSTIC,4
005559,SILICONE TEKBOND ACETICO CONSTRUCAO TRANSPARENTE,9
011343,SILICONE UNIPEGA PRETO/NEGRO 280 ML,1
004962,SINALEIRO 22MM VM AD1622DR 220V,1
001583,SINALEIRO LED VERDE 220VCA 22MM AD16-22DG JNG,1
001164,SINALIZAÇÃO DE EXTINTOR ROTA DE FUGA,2
000126,SINALIZAÇÃO EXTINTOR ÁGUA,5
009266,SINALIZAÇÃO EXTINTOR AP/PÓ/CO2,1
000122,SINALIZAÇÃO EXTINTOR PÓ,5
011461,SINALIZAÇÃO EXTINTORES PO/AGUA/CO2,1
007136,SINALIZADOR DEGRAU FOTOLUMINESCENTE 70X30MM,1
009358,SINALIZADOR TOPO PRÉDIO TORRE PARA-RAIO C/ FOTOCEL + LAMPADA,4
005126,SIRENE AUDIO E VISUAL,1
004812,"SISAL PARA GESSO, JULA, ESTOPA",4
008182,SISTEMA VRF,1
012211,SL 16 ADESIVOS DE PAREDE CINZA CLARO,1
000374,SMART TV 40&quot;,1
011674,Smart TV 55&quot; LG 4K Ultra HD 55UA8550PSA webOS 25 AI Processor 4K Gen8 com Alexa 3 HDMI,1
007434,SMART TV LED 42&quot;,3
011881,SMARTPHONE MOTOROLA MOTO G35 5G 256GB,3
005776,Sobrepor Quadrado Lage Led 18w 21cm 6500k,1
004090,SOFÁ,2
011656,SOFÁ 2 LUGARES BENY BASE DE MADEIRA LINHO COTTON CINZA,2
011440,Sofá 2 Lugares Davos Base de Madeira Linho Cotton Cinza,1
011395,Sofá 2 Lugares Lino Linho Cinza,2
011663,SOFÁ 2 LUGARES LISBOA LINHO CINZA,1
012501,SOFÁ 3 LUGARES BENY BASE DE MADEIRA LINHO COTTON CINZA,1
011443,Sofá 3 Lugares Beny Base de Madeira Linho Cotton Grafite,3
012141,Sofá 3 Lugares Beny Com Chaise Esquerdo Linho Grafite,1
007023,SOFÁ 3 LUGARES LIVING BASE DE MADEIRA LINHO COTTON CINZA 210CM,2
010498,SOFÁ 3 LUGARES MODULAR SOHO LINHO GRAFITE,4
006998,SOFÁ 4 LUGARES BENY COM CHAISE ESQUERDO LINHO GRAFITE,2
009160,SOFÁ 4 LUGARES LIVING COM CHAISE ESQUERDO PÉ PALITO LINHO COTTON CINZA,1
004381,SOFA MODULAR TECIDO ASTURIAS,1
005876,SOFÁ TECIDO NÁUTICO - 2 LUGARES,1
011666,SOFÁ UNNE 3 LUGARES COM MOLAS ENSACADAS LINHO CINZA 200 CM,2
006167,SOLDA PHOSCOOPER BRANCA KILO,13
008794,"SOLEIRA 8CM X 76CM X 1,5CM",3
008795,"SOLEIRA 8CM X 96CM X 1,5CM",3
012403,SOLEIRA EM GRANITO,1
001516,SOLEIRA PRETA SÃO GABRIEL 82X14,4
001515,SOLEIRA PRETA SÃO GABRIEL 92X14,3
005537,SOPRADOR ELETRICO GSF-2000,8
012136,SOPRADOR SUGADOR DE FOLHAS 3000W GSS3000 GARTHEN,5
004305,SOPRADOR TERMICO,8
001673,SOQUETE BOCAL E27 VARAL FESTÃO CORDÃO,7
001659,SOQUETE E27 PRETO VARAL DE LUZ,6
009250,SOQUETE MAG. CTPOHR 10MM,1
000020,SOQUETE RABICHO FLUORESCENTE G13 - CERGE,8
000265,SOQUETE TOMADINHA C/RABICHO 20/40W,15
005556,"SP-0013/A - GUIA SUPERIOR P/ PORTA 29,6MM BASE X 24,50MM ABAS",58
008788,"SPCPTR SPT - PER SZ/(V)SCG AP, 1YR (s62-0001-1LSG)",2
007237,"SPCPTR SPT - PER SZ/(V)SCG AP, 3YR - (S62-0001-3LSG)",1
000234,SPIRADUTO 3/4 BRANCO,1
000235,SPIRADUTO 3/4 PRETO,3
005219,SPIRALDUTO PLASTICO 3/4 PT,1
000881,SPOT DE TETO E27 PRETO,1
003639,SPOT DE TRILHO 10W 3000K BRANCO,11
008516,SPOT DE TRILHO 10W 6500K PRETO,7
007526,SPOT DE TRILHO 20W 3000K BRANCO,10
006570,SPOT DE TRILHO 20W 3000K PRETO,11
011650,SPOT DE TRILHO LED 10W 3000K PRETO,1
000882,SPOT DE TRILHO LED 7W 3000K PRETO,20
004554,SPOT DIRECIONAVEL PRETO 7W QUADRADO 3000K 9X9CM,2
004534,SPOT EMB DIRIG RED LED 9W BIV 2700K 720LM BC LZ28082 ALUM - LYZ ILUMINACAO,1
011898,Spot Embutir Redondo 8w 4100k Blumenau Unidade Cor 4100K branco-neutro,2
007438,SPOT LED 7W DICROICA DIRECIONAVEL QUADRADO BRANCO FRIO 6500K,4
007437,SPOT LED 7W DICROICA DIRECIONAVEL QUADRADO BRANCO QUENTE 3000K,8
001716,SPOT LED 7W DICROICA DIRECIONAVEL QUADRADO NEUTRO,1
000883,SPOT LED EMB 6W BIV 6500K QUADRADO,2
001727,SPOT LED SMD 7W DICROICA DIRECIONAVEL REDONDO,8
000885,SPOT PARA LAMP DICROICA MR16 - GU10 FIXAÇÃO EM PERFILADO 38MM X 38MM PRETO,1
000886,SPOT PARA LÂMPADA PAR20 E27 - FIXAÇÃO DE TRILHO ELETRIFICADO BRANCO,2
000887,SPOT PARA LÂMPADA PAR20 E27 - FIXAÇÃO DE TRILHO ELETRIFICADO PRETO,5
007565,Spot Para Trilho Eletrificado Preto Led 7w 3000k,6
003308,SPOT SOBR CENICO PAR20 MY-2090/PR PT S/CANOPLA P/PERFILADO,1
011554,Spot Sobrepor Slim Teto Beiral 5w Preto Externo Interno Estrutura Preto Led Quente,1
008332,SPR CORPO PISTON ACURATOR DUPLO SAE 3/8,2
008331,"SPR PISTON 0,84",2
008333,SPR RETENTOR PISTON ACURATOR 3/8 SAE,1
012550,SPR VALVULA SERVICO 3/8 R410A C/ACESSO 1/4SAE,1
009440,SPR VALVULA SERVICO 5/8,1
003883,SPRAY FUNDO GALVITE,1
009086,SPRAY METAL PROTECTION 340G BRILHANTE,1
008969,SPRAY PRETO FOSCO USO GERAL,8
000814,SPRAY TEK BOND USO GERAL BRANCO FOSCO 350ML,14
005560,SPRAY TEK BOND USO GERAL PRETO FOSCO 350ML,26
009299,SPRAY TINTA PARA TECIDOS SOFÁ ROUPAS ESTOFADOS,1
003954,SPRAY ULTRA COVER,1
008490,SPRINKLER PENDENTE CHUVEIRINHO PARA INCENDIO 68º GRAUS 1/2,1
000019,SSD 240GB 2.5 SATA III S200 KINGPOWER,1
011567,Ssd M.2 Nvme 1tb,1
011566,Ssd M.2 Nvme 2tb,1
008877,SSD NV2 M2 500GB KINGSTON,1
008521,SSD NVME 480GB,2
000838,SSD SATA 240GB,1
005751,SSD SATA 3 2TB,2
006373,SSD SATA 480 GB,5
005067,SUBSTITUIÇÃO DE AUTOMATICO E REGULARIZAÇÃO DO COMANDO DA MOTOBOMBA DE AGUA LIMPA,1
012190,Substituição de Cortina Rolô,1
008147,SUCO,1
009926,SUCO PRONTO P/BEBER CAJU TP 1LT,1
009065,SUCULENTAS ARTIFICIAIS + VASINHOS ARRANJOS DECORAÇÃO,2
008927,SUP 4X2 3MD HORIZ PIAL PLUS+ 612122NT,5
001697,SUPERLED S30 COLORS 3W BIVOLT AMARELO,1
008881,SUPL.NUXCELL FEL 2 GR SERINGA,1
004603,SUPORTE 4X2,4
000393,SUPORTE ACRILICO A4,2
010001,SUPORTE ALUMINIO DE NOTEBOOK ARTICULADO DOBRÁVEL ERGONOMICO PRATEADO,1
004144,SUPORTE BALANÇO VERT. 50X100MM,1
004953,SUPORTE BASE MESA UNIVERSAL PARA TV,2
010088,SUPORTE BASE OMBRELONE PLÁSTICO ÁGUA OU AREIA 18KG BEL COR PRETO,3
001670,SUPORTE BRASFORMA SBRP150 DE TETO PARA TV/MONITOR DE 10 ATÉ 55 PRETO,1
007119,SUPORTE CONDENSADORA SPLIT 1000MM C/REF.,4
006166,SUPORTE CONDENSADORA SPLIT 550MM C/REF.,1
006657,SUPORTE CONDENSADORA SPLIT 700MM C/REF.,1
007495,SUPORTE CONDENSADORA SPLIT 850MM C/REF.,2
008410,SUPORTE DE CHÃO PARA EXTINTOR 1 GRANDE E 1 PEQUENO,7
008601,SUPORTE DE ELETROCALHA,3
004024,SUPORTE DE MICROONDAS,1
009481,"SUPORTE DE PAREDE INOX PARA VASSOURAS, RODOS E PÁS 7 ACESSÓRIOS",8
010608,"SUPORTE DE PAREDE INOX PARA VASSOURAS, RODOS E PÁS 9 ACESSÓRIOS",1
008560,SUPORTE DE PAREDE PARA 2 RAQUETES DE PING PONG TENIS DE MESA,2
008564,SUPORTE DE PAREDE PARA 6 BOLINHAS DE PING PONG TENIS DE MESA,1
004795,"SUPORTE DE PAREDE PARA VASSOURAS, RODOS E PÁS 18CM",17
012284,SUPORTE DE PAREDE UNIVERSAL PARA EXTINTOR DE INCÊNDIO,2
006414,SUPORTE DE ROLO P/ PINTURA 10CM,1
001085,SUPORTE DE ROLO P/ PINTURA 23CM,8
004937,SUPORTE DE TELEVISÃO,10
004723,SUPORTE ESTAMPADO,1
003901,SUPORTE FENDA 8MM,1
005888,SUPORTE FIBRA C/ROSCA SR300 BRALIMPIA,1
005921,SUPORTE FIBRA C/ROSCA SR300 BRALIMPIA,10
004009,SUPORTE IPEC,2
012282,SUPORTE ISOLADOR COLAVEL BARRA CHATA E CABO PP,1
001021,SUPORTE P/ TV FIXO 13&quot; - 70&quot;,3
007153,SUPORTE P/1 CONTROLE REMOTO DE AR CONDICIONADO EM ACRÍLICO,27
011728,SUPORTE PARA COPOS DESCARTAVEIS ORGANIZADOR DE MESA PREMIUM,1
006162,SUPORTE PARA DESCARTE DE PILHA E BATERIA,11
008390,SUPORTE PARA FACIAL CONTROLE DE ACESSO IDFACE,1
004840,SUPORTE PARA MOLA AÉREA,1
007561,Suporte Para Mola Aerea A530 Em Porta De Vidro Soprano Preto,3
012109,SUPORTE PLASTICO COND SPLIT 400MM BG,1
005008,SUPORTE PORTA DE VIDRO FECHADURA ELETROMAGNETICA IMA EM U,5
008152,SUPORTE PROJETOR DE TETO PAREDE DATASHOW UNIVERSAL REGULAVEL,2
001696,SUPORTE REDE DORMIR PORTATIL DESCANSO DESMONTAVEL ACO(EF),3
001414,SUPORTE U UNIVERSAL PARA TRAVA ELETROMAGNÉTICO,3
003666,SUPORTE VERTICAL,1
009279,SUPORTE VERTICAL AÇO PARA ELETROCALHA 200X100MM PRÉ ZINCADO CHAPA 18,1
011359,Suporte Vertical para Eletrocalha 150x50mm,3
008841,SWITCH GERENCIAVEL TP-LINK L2+ GIGABIT 24 PORTAS TI-SG3428,1
012339,SWITCH MIKROTIK CRS326-24G-2S+RM SWITCH/ROUTER OS&quot;,1
009321,SWITCH MIKROTIK CSS326-24G-2S+RM,4
001171,SWITCH TP-LINK 24 PORTAS GIGABIT DE MESA - TL-SG1024D,22
012368,SWITCH TP-LINK 24 PORTAS GIGABIT DE MESA - TL-SG1024D V-11,1
011412,SWITCH UNIFI 8 PORTAS USW-ULTRA-210W,8
004106,SY BOLSA P/FERRAMENTAS ABERTA,3
006554,SY KIT FLANGEADOR EXCENTRICO CORT REBAR 3/16 A 3/4,1
006494,"SY MANGUEIRA 1,50MTS R410A (JOGO)",1
008846,SY MANIFOLD C/ MALETA MANG 90CM R410A/R32,1
007236,SZ/VSCG AP LICENSE 1 AP - (L09-0001-SG00),3
008602,T DE ELETROCALHA,6
004046,TABICA BRANCA,6
011104,TABLET SAMSUNG GALAXY TAB S6 LITE WI-FI 64GB 4GB RAM TELA 10.4&quot; CINZA - SM-P620NZADZTO,1
003797,TABUA PINUS 30 CM,2
006110,TAÇAS 400ML ACRILICO TRANSPARENTE,1
008934,TACO DE MINIGOLFE EM AÇO P/ INICIANTES PISTA E CAMPO,1
001772,TALHADEIRA DE AÇO,1
003395,TAMBOR DECORATIVO 200L,1
011223,Tampa + Tela Dell Inspiron G15 5515 Ryzen 165hz,1
000268,TAMPA 1 POSTO REDONDO 3/4&quot;,9
000270,TAMPA 1P REDONDO 3/4&quot;,1
